invoice_no,quantity,price,invoice_date,shopping_mall
I649311,2,600.16,1/5/2022,Istinye Park
I292868,5,75.75,20/02/2023,Metrocity
I153156,1,300.08,23/08/2022,Mall of Istanbul
I161466,2,600.16,14/12/2021,Mall of Istanbul
I430758,4,1200.32,5/9/2022,Mall of Istanbul
I251542,1,300.08,20/07/2022,Metropol AVM
I185568,1,15.15,30/03/2022,Metrocity
I160126,4,162.64,26/08/2021,Metrocity
I126857,2,600.16,21/09/2022,Istinye Park
I146887,3,1800.51,28/06/2021,Zorlu Center
I164750,2,30.3,2/12/2022,Kanyon
I146106,1,5.23,7/2/2023,Metropol AVM
I930277,3,35.19,17/08/2022,Mall of Istanbul
I179038,4,1200.32,17/09/2021,Zorlu Center
I320863,3,121.98,2/1/2021,Istinye Park
I337840,5,26.15,21/08/2022,Metrocity
I203628,4,1200.32,4/1/2023,Mall of Istanbul
I234542,1,300.08,12/3/2022,Kanyon
I615977,4,162.64,1/8/2021,Mall of Istanbul
I701341,4,46.92,20/07/2022,Cevahir AVM
I339885,3,45.45,16/10/2021,Kanyon
I143339,4,4200,31/08/2022,Kanyon
I984323,3,121.98,20/01/2023,Metrocity
I166634,5,1500.4,25/06/2021,Kanyon
I279757,2,600.16,9/6/2022,Kanyon
I751023,2,10.46,26/12/2022,Metropol AVM
I244920,1,40.66,9/5/2021,Forum Istanbul
I477392,3,900.24,25/01/2023,Metrocity
I148180,5,58.65,4/6/2022,Kanyon
I365969,2,600.16,26/07/2022,Mall of Istanbul
I205821,5,1500.4,17/05/2021,Kanyon
I192793,1,300.08,12/9/2022,Mall of Istanbul
I342155,1,300.08,15/02/2023,Metropol AVM
I242790,1,15.15,8/2/2021,Kanyon
I119301,5,3000.85,14/06/2021,Metrocity
I520022,5,179.2,6/11/2021,Forum Istanbul
I154677,1,40.66,8/3/2023,Kanyon
I265775,4,1200.32,22/04/2021,Mall of Istanbul
I230040,5,179.2,11/2/2021,Cevahir AVM
I257552,4,1200.32,4/7/2021,Zorlu Center
I258298,3,121.98,1/2/2023,Metrocity
I144688,5,3000.85,28/05/2022,Emaar Square Mall
I246771,1,40.66,7/11/2021,Kanyon
I725816,5,58.65,15/05/2021,Istinye Park
I310475,5,1500.4,10/8/2021,Mall of Istanbul
I702425,5,3000.85,20/04/2021,Metrocity
I200068,3,107.52,7/10/2022,Kanyon
I428391,3,45.45,25/03/2021,Forum Istanbul
I227196,5,1500.4,11/2/2021,Kanyon
I608946,3,900.24,21/11/2021,Cevahir AVM
I278612,2,600.16,17/11/2021,Kanyon
I831460,3,3150,13/02/2021,Mall of Istanbul
I636207,5,1500.4,8/5/2022,Metrocity
I774065,4,1200.32,11/5/2022,Metrocity
I327799,4,2400.68,8/12/2021,Metrocity
I395095,3,45.45,21/07/2021,Istinye Park
I264700,1,300.08,16/08/2021,Kanyon
I262037,3,900.24,13/02/2021,Metropol AVM
I234417,1,35.84,24/10/2021,Kanyon
I315420,1,300.08,22/03/2022,Metropol AVM
I645350,5,5250,16/03/2021,Mall of Istanbul
I309371,1,300.08,25/11/2021,Kanyon
I265983,1,5.23,14/10/2021,Kanyon
I229349,2,10.46,19/07/2022,Istinye Park
I314072,5,203.3,4/3/2021,Zorlu Center
I238366,1,300.08,27/04/2021,Metropol AVM
I274815,5,1500.4,14/11/2021,Metropol AVM
I147497,4,2400.68,28/05/2022,Forum Istanbul
I148789,4,1200.32,17/10/2021,Mall of Istanbul
I152665,4,1200.32,17/10/2021,Kanyon
I694984,2,81.32,7/8/2021,Cevahir AVM
I313095,2,600.16,8/12/2021,Mall of Istanbul
I827648,5,203.3,26/09/2022,Istinye Park
I242142,1,5.23,1/4/2022,Metrocity
I979699,4,1200.32,11/12/2022,Metrocity
I317366,2,2100,26/03/2021,Cevahir AVM
I820189,2,600.16,9/1/2023,Metrocity
I131264,4,1200.32,29/01/2021,Viaport Outlet
I996290,4,1200.32,3/1/2021,Mall of Istanbul
I165499,4,1200.32,23/02/2023,Kanyon
I244177,1,300.08,16/11/2022,Forum Istanbul
I120047,1,1050,18/11/2021,Istinye Park
I256732,3,900.24,31/12/2022,Kanyon
I171803,5,1500.4,19/09/2021,Mall of Istanbul
I439691,4,1200.32,3/8/2022,Kanyon
I276331,2,10.46,21/08/2021,Zorlu Center
I280171,4,143.36,14/09/2021,Metrocity
I120061,5,1500.4,9/3/2022,Mall of Istanbul
I127619,4,1200.32,7/9/2022,Metropol AVM
I122939,5,5250,4/7/2021,Metrocity
I325372,5,1500.4,11/11/2021,Kanyon
I187743,3,900.24,26/02/2023,Mall of Istanbul
I270713,3,1800.51,30/01/2021,Mall of Istanbul
I219938,2,600.16,19/03/2021,Metropol AVM
I107894,1,35.84,24/09/2021,Viaport Outlet
I374804,2,81.32,15/02/2023,Istinye Park
I293766,4,20.92,25/02/2023,Mall of Istanbul
I953256,1,35.84,26/02/2022,Metrocity
I192581,4,162.64,26/02/2023,Istinye Park
I223490,1,300.08,6/7/2022,Kanyon
I298534,2,81.32,19/02/2022,Istinye Park
I208878,1,600.17,4/12/2021,Mall of Istanbul
I196741,4,1200.32,29/07/2021,Metropol AVM
I304699,5,58.65,27/08/2021,Forum Istanbul
I126738,1,5.23,21/06/2022,Istinye Park
I132212,1,1050,24/10/2022,Istinye Park
I181169,5,203.3,12/1/2021,Mall of Istanbul
I311150,3,900.24,3/12/2022,Mall of Istanbul
I935613,4,60.6,16/02/2022,Viaport Outlet
I242318,4,1200.32,25/02/2023,Kanyon
I184267,4,20.92,8/12/2021,Viaport Outlet
I871276,5,1500.4,8/4/2022,Zorlu Center
I181580,1,40.66,31/10/2022,Kanyon
I746435,5,75.75,30/12/2022,Mall of Istanbul
I158456,5,1500.4,5/2/2023,Mall of Istanbul
I254862,3,15.69,7/8/2022,Mall of Istanbul
I117353,5,1500.4,21/10/2021,Mall of Istanbul
I161571,4,2400.68,29/04/2021,Istinye Park
I116673,5,203.3,14/03/2021,Metrocity
I234651,1,40.66,10/1/2021,Kanyon
I823715,3,900.24,22/09/2022,Kanyon
I313837,4,20.92,1/11/2021,Metrocity
I203871,2,1200.34,11/8/2022,Kanyon
I822730,1,35.84,12/5/2022,Kanyon
I248588,3,900.24,3/4/2022,Zorlu Center
I498181,3,121.98,19/10/2021,Forum Istanbul
I699837,3,900.24,12/5/2021,Metrocity
I903238,3,900.24,29/07/2021,Metrocity
I227861,4,60.6,22/10/2021,Zorlu Center
I455365,4,1200.32,4/3/2023,Mall of Istanbul
I234527,5,3000.85,16/02/2022,Mall of Istanbul
I886517,3,107.52,29/07/2021,Istinye Park
I631658,2,600.16,14/09/2021,Istinye Park
I155170,4,2400.68,23/09/2022,Metrocity
I154558,4,1200.32,17/01/2022,Viaport Outlet
I269711,2,2100,30/01/2022,Metrocity
I976852,5,3000.85,16/08/2022,Metrocity
I309573,5,5250,26/10/2021,Emaar Square Mall
I109700,1,1050,27/07/2021,Metrocity
I310689,4,20.92,12/12/2022,Mall of Istanbul
I176492,1,600.17,19/10/2022,Mall of Istanbul
I288042,2,1200.34,22/06/2022,Mall of Istanbul
I965389,3,15.69,13/06/2022,Istinye Park
I334801,3,121.98,3/1/2022,Mall of Istanbul
I221672,2,2100,13/01/2021,Kanyon
I296940,3,107.52,25/10/2022,Metropol AVM
I675660,2,600.16,9/6/2021,Mall of Istanbul
I101280,2,600.16,26/03/2022,Mall of Istanbul
I194395,4,143.36,5/12/2021,Metrocity
I376748,1,300.08,22/07/2022,Metrocity
I163315,1,5.23,5/6/2022,Kanyon
I161237,4,20.92,4/3/2022,Cevahir AVM
I504675,3,121.98,4/3/2023,Kanyon
I195477,3,121.98,29/03/2022,Metrocity
I166952,1,300.08,11/6/2021,Viaport Outlet
I147195,2,600.16,8/5/2022,Zorlu Center
I222287,4,162.64,7/5/2022,Kanyon
I148890,5,26.15,3/6/2021,Cevahir AVM
I290415,3,900.24,2/10/2022,Kanyon
I184491,5,3000.85,13/02/2022,Mall of Istanbul
I140598,1,5.23,13/11/2022,Mall of Istanbul
I809356,5,26.15,8/11/2021,Metrocity
I226534,5,179.2,7/5/2022,Kanyon
I174012,1,300.08,27/08/2021,Mall of Istanbul
I169397,4,162.64,28/06/2022,Metrocity
I551799,1,300.08,17/06/2021,Mall of Istanbul
I793230,4,1200.32,13/07/2022,Kanyon
I297945,4,20.92,7/3/2021,Metrocity
I173361,1,300.08,28/06/2021,Istinye Park
I117774,5,26.15,8/12/2021,Kanyon
I107770,4,162.64,11/8/2021,Metrocity
I523802,2,81.32,5/9/2021,Mall of Istanbul
I145397,3,900.24,30/07/2022,Metropol AVM
I180425,4,1200.32,27/03/2021,Mall of Istanbul
I291825,2,23.46,19/01/2023,Kanyon
I310435,3,107.52,4/5/2022,Mall of Istanbul
I110385,5,1500.4,1/4/2021,Kanyon
I347694,2,23.46,18/02/2023,Emaar Square Mall
I225546,1,300.08,12/3/2021,Emaar Square Mall
I328953,3,121.98,24/07/2021,Kanyon
I811450,5,26.15,8/2/2022,Kanyon
I269261,1,40.66,24/10/2021,Metrocity
I144443,5,3000.85,13/02/2021,Kanyon
I176460,1,35.84,23/05/2022,Zorlu Center
I213607,4,143.36,1/4/2021,Metrocity
I220082,5,26.15,9/9/2021,Metrocity
I282277,5,3000.85,25/02/2021,Cevahir AVM
I216023,4,1200.32,23/03/2022,Metropol AVM
I199416,3,15.69,26/04/2021,Mall of Istanbul
I108492,3,15.69,6/1/2021,Zorlu Center
I674867,2,1200.34,27/10/2021,Kanyon
I115332,3,35.19,19/07/2022,Metrocity
I307291,5,203.3,13/07/2022,Mall of Istanbul
I200774,1,300.08,26/02/2021,Kanyon
I156647,3,121.98,29/03/2022,Zorlu Center
I523765,5,203.3,15/12/2022,Kanyon
I827066,3,45.45,3/9/2021,Mall of Istanbul
I139719,4,1200.32,29/06/2021,Metropol AVM
I310041,5,5250,25/09/2022,Viaport Outlet
I145651,3,15.69,29/01/2022,Metrocity
I120406,5,203.3,5/10/2022,Cevahir AVM
I328026,4,2400.68,15/02/2023,Kanyon
I514251,2,600.16,27/05/2021,Kanyon
I224616,5,3000.85,12/6/2021,Mall of Istanbul
I177553,5,203.3,18/07/2021,Istinye Park
I131139,2,10.46,7/1/2022,Mall of Istanbul
I179382,3,900.24,3/9/2022,Kanyon
I782140,5,1500.4,7/11/2022,Metropol AVM
I468805,2,600.16,27/01/2022,Cevahir AVM
I140324,3,900.24,18/07/2022,Kanyon
I232733,2,2100,11/7/2022,Emaar Square Mall
I769575,1,600.17,9/5/2022,Metrocity
I321994,5,203.3,9/2/2022,Viaport Outlet
I189698,5,179.2,4/2/2021,Mall of Istanbul
I101008,3,1800.51,9/4/2022,Istinye Park
I192059,2,1200.34,4/2/2021,Emaar Square Mall
I215297,5,1500.4,27/02/2023,Metrocity
I559915,4,4200,5/11/2022,Istinye Park
I203645,1,5.23,4/2/2021,Metropol AVM
I165024,2,600.16,25/08/2021,Metrocity
I247315,4,1200.32,1/11/2021,Metrocity
I169762,4,2400.68,23/05/2021,Zorlu Center
I159955,1,40.66,11/11/2022,Mall of Istanbul
I169757,4,1200.32,27/06/2021,Istinye Park
I252096,4,162.64,15/10/2021,Kanyon
I169147,1,40.66,7/9/2022,Mall of Istanbul
I164237,4,60.6,5/1/2021,Kanyon
I698059,2,71.68,11/8/2022,Mall of Istanbul
I182466,5,203.3,26/08/2022,Istinye Park
I195307,3,121.98,8/6/2022,Istinye Park
I650086,1,5.23,7/1/2021,Istinye Park
I196766,3,900.24,18/05/2021,Metropol AVM
I200375,2,71.68,1/1/2021,Mall of Istanbul
I501012,5,3000.85,22/02/2021,Kanyon
I318956,2,71.68,30/03/2021,Forum Istanbul
I339122,4,46.92,4/3/2022,Kanyon
I876913,2,600.16,5/3/2022,Metropol AVM
I668221,4,2400.68,1/7/2022,Metrocity
I143906,4,2400.68,27/05/2021,Mall of Istanbul
I284137,1,300.08,22/10/2022,Kanyon
I762828,3,15.69,11/4/2022,Mall of Istanbul
I153756,5,3000.85,20/03/2022,Metropol AVM
I278448,5,1500.4,29/09/2021,Istinye Park
I689658,4,4200,20/08/2022,Metrocity
I302984,1,300.08,27/04/2021,Kanyon
I335233,3,15.69,30/09/2021,Istinye Park
I602183,3,121.98,27/05/2022,Kanyon
I212099,1,300.08,22/04/2022,Metropol AVM
I230171,2,600.16,4/1/2022,Mall of Istanbul
I565673,2,23.46,20/10/2021,Mall of Istanbul
I298074,2,81.32,15/04/2022,Mall of Istanbul
I279747,5,1500.4,9/8/2021,Kanyon
I206285,4,4200,23/01/2022,Metrocity
I611802,5,58.65,29/05/2021,Metrocity
I117781,4,46.92,28/07/2022,Istinye Park
I340204,3,900.24,27/11/2021,Mall of Istanbul
I130949,1,15.15,4/10/2021,Kanyon
I212747,1,300.08,24/01/2022,Metropol AVM
I298717,2,600.16,8/6/2021,Mall of Istanbul
I380862,2,81.32,18/05/2022,Metrocity
I332094,1,40.66,23/04/2022,Metropol AVM
I252161,2,600.16,21/08/2022,Metropol AVM
I149010,1,300.08,25/02/2023,Mall of Istanbul
I792913,3,121.98,23/01/2023,Metrocity
I310500,5,1500.4,21/06/2022,Metropol AVM
I299024,5,1500.4,19/12/2021,Metrocity
I102222,5,1500.4,27/09/2021,Kanyon
I116217,4,60.6,30/01/2022,Metrocity
I156121,2,71.68,23/07/2021,Zorlu Center
I416791,2,10.46,19/03/2022,Istinye Park
I279947,1,300.08,26/10/2022,Metrocity
I265090,4,1200.32,10/8/2022,Viaport Outlet
I382569,4,1200.32,14/09/2022,Metropol AVM
I206055,4,162.64,6/12/2021,Zorlu Center
I143064,2,1200.34,27/03/2021,Emaar Square Mall
I596826,1,300.08,20/09/2022,Metrocity
I235758,1,300.08,22/05/2021,Kanyon
I378901,2,23.46,23/11/2022,Metropol AVM
I106729,5,179.2,20/06/2021,Forum Istanbul
I924769,3,35.19,31/05/2021,Metropol AVM
I775588,2,600.16,18/01/2021,Viaport Outlet
I332064,4,1200.32,16/05/2022,Viaport Outlet
I102488,5,203.3,21/05/2021,Istinye Park
I296792,5,1500.4,10/3/2022,Metropol AVM
I580869,1,1050,3/1/2021,Metrocity
I190263,4,1200.32,22/01/2023,Zorlu Center
I301427,4,20.92,25/11/2022,Kanyon
I204613,5,3000.85,29/08/2022,Istinye Park
I444537,5,3000.85,4/8/2021,Istinye Park
I566022,5,179.2,17/03/2022,Forum Istanbul
I287148,3,15.69,1/9/2021,Metrocity
I207549,2,2100,16/04/2022,Kanyon
I322021,3,900.24,18/09/2021,Mall of Istanbul
I340955,3,121.98,17/10/2022,Forum Istanbul
I313490,3,900.24,18/02/2023,Metropol AVM
I948252,1,11.73,31/01/2023,Metrocity
I181149,3,900.24,27/05/2021,Metrocity
I538642,3,1800.51,5/4/2022,Zorlu Center
I955652,1,35.84,8/3/2021,Metrocity
I155416,3,107.52,18/11/2021,Metrocity
I319003,1,5.23,12/2/2023,Istinye Park
I280487,2,600.16,29/06/2021,Emaar Square Mall
I863144,3,107.52,29/12/2021,Kanyon
I164603,1,300.08,2/3/2022,Metrocity
I218891,4,1200.32,29/05/2022,Zorlu Center
I297894,4,1200.32,28/10/2022,Viaport Outlet
I182696,5,1500.4,18/12/2021,Metropol AVM
I126259,4,1200.32,21/01/2021,Metrocity
I247216,3,107.52,7/12/2022,Metrocity
I285515,5,26.15,5/11/2022,Mall of Istanbul
I279556,2,71.68,22/03/2021,Kanyon
I258788,2,1200.34,11/2/2021,Metropol AVM
I515843,3,900.24,14/08/2021,Istinye Park
I167727,1,40.66,25/05/2021,Mall of Istanbul
I947320,3,1800.51,16/12/2021,Mall of Istanbul
I182175,5,1500.4,31/07/2022,Mall of Istanbul
I147350,5,26.15,17/08/2021,Mall of Istanbul
I104009,5,179.2,9/1/2022,Mall of Istanbul
I175039,1,40.66,24/03/2022,Cevahir AVM
I241708,3,900.24,19/02/2023,Mall of Istanbul
I272430,3,900.24,19/02/2023,Metropol AVM
I218415,5,58.65,2/10/2022,Mall of Istanbul
I243150,3,1800.51,16/05/2022,Istinye Park
I180043,5,203.3,21/10/2022,Mall of Istanbul
I185507,2,600.16,13/07/2022,Metropol AVM
I281854,5,179.2,9/5/2021,Mall of Istanbul
I890849,1,40.66,10/8/2022,Kanyon
I143806,3,15.69,10/10/2021,Mall of Istanbul
I205831,4,1200.32,12/4/2021,Kanyon
I254787,4,4200,19/12/2021,Metropol AVM
I302383,4,20.92,16/05/2021,Viaport Outlet
I270827,5,75.75,20/07/2022,Mall of Istanbul
I310769,4,1200.32,18/02/2021,Metrocity
I202292,2,71.68,17/12/2022,Metrocity
I241537,5,1500.4,13/01/2023,Viaport Outlet
I222942,1,35.84,9/4/2021,Mall of Istanbul
I208220,4,4200,25/02/2023,Metropol AVM
I471137,4,20.92,25/07/2021,Mall of Istanbul
I160275,2,600.16,9/12/2021,Mall of Istanbul
I475150,2,81.32,6/2/2021,Kanyon
I320423,1,600.17,18/12/2022,Viaport Outlet
I278105,2,71.68,8/10/2021,Kanyon
I655937,2,30.3,3/7/2022,Metrocity
I287777,3,45.45,31/01/2023,Istinye Park
I329008,5,26.15,7/1/2022,Kanyon
I557546,3,15.69,21/02/2022,Mall of Istanbul
I258047,5,1500.4,7/2/2021,Metropol AVM
I103253,4,162.64,14/06/2021,Kanyon
I102628,1,300.08,1/12/2022,Cevahir AVM
I190623,5,203.3,20/04/2022,Forum Istanbul
I266073,3,1800.51,4/12/2021,Mall of Istanbul
I887932,3,45.45,16/01/2022,Metropol AVM
I297802,1,35.84,5/5/2021,Mall of Istanbul
I271098,4,162.64,19/11/2021,Kanyon
I273208,3,15.69,3/12/2022,Mall of Istanbul
I295328,4,143.36,22/02/2023,Metropol AVM
I483752,4,1200.32,9/12/2021,Mall of Istanbul
I520353,4,143.36,8/2/2022,Mall of Istanbul
I309853,2,81.32,2/1/2023,Forum Istanbul
I228915,2,81.32,7/5/2021,Metrocity
I124092,5,203.3,15/01/2022,Kanyon
I330477,4,1200.32,26/01/2023,Metrocity
I478211,1,35.84,18/12/2022,Zorlu Center
I152769,2,600.16,29/11/2022,Metrocity
I203641,3,15.69,15/05/2022,Metropol AVM
I192087,2,600.16,7/2/2021,Metrocity
I125005,3,107.52,20/05/2021,Kanyon
I204297,2,600.16,10/5/2021,Cevahir AVM
I217450,2,10.46,16/04/2022,Viaport Outlet
I116193,2,10.46,6/12/2021,Viaport Outlet
I403962,4,20.92,18/04/2022,Metropol AVM
I704228,4,143.36,2/1/2023,Istinye Park
I942104,1,300.08,29/01/2021,Viaport Outlet
I240086,4,1200.32,14/08/2021,Metrocity
I661734,2,30.3,9/4/2022,Mall of Istanbul
I161290,5,75.75,17/09/2022,Emaar Square Mall
I149462,2,600.16,21/02/2022,Metrocity
I201517,2,23.46,28/08/2022,Kanyon
I231840,2,1200.34,1/11/2021,Kanyon
I301431,4,1200.32,7/2/2022,Cevahir AVM
I212311,2,600.16,21/03/2022,Istinye Park
I339889,1,5.23,9/7/2022,Kanyon
I321889,4,1200.32,10/2/2021,Metrocity
I183473,3,121.98,4/4/2022,Viaport Outlet
I268498,1,300.08,3/8/2021,Mall of Istanbul
I322940,2,81.32,30/11/2021,Kanyon
I185046,2,600.16,15/10/2021,Metrocity
I231079,5,203.3,11/11/2021,Zorlu Center
I290674,3,900.24,31/01/2022,Metropol AVM
I226836,3,107.52,27/04/2022,Zorlu Center
I268951,4,143.36,11/6/2022,Istinye Park
I219252,4,2400.68,31/07/2021,Istinye Park
I204777,4,46.92,11/1/2022,Metropol AVM
I302012,2,30.3,4/6/2021,Emaar Square Mall
I250187,5,1500.4,29/09/2022,Mall of Istanbul
I100923,1,5.23,8/4/2022,Istinye Park
I241753,4,20.92,24/12/2021,Mall of Istanbul
I543991,3,121.98,25/01/2023,Metropol AVM
I139197,4,20.92,3/4/2021,Metrocity
I425877,3,900.24,22/08/2021,Kanyon
I167679,3,900.24,4/1/2021,Mall of Istanbul
I131366,1,40.66,10/8/2022,Metrocity
I100496,2,600.16,26/11/2021,Metrocity
I297411,4,4200,22/03/2021,Istinye Park
I210425,4,1200.32,28/01/2023,Kanyon
I226259,5,1500.4,27/05/2021,Kanyon
I288876,1,5.23,1/5/2021,Kanyon
I295812,4,162.64,23/10/2021,Istinye Park
I272595,1,300.08,5/3/2022,Kanyon
I224136,2,600.16,11/6/2021,Emaar Square Mall
I759864,5,179.2,27/01/2023,Metropol AVM
I947283,2,30.3,23/01/2023,Metrocity
I314869,5,3000.85,2/2/2021,Mall of Istanbul
I333735,3,107.52,28/08/2022,Metropol AVM
I112269,5,26.15,7/9/2021,Mall of Istanbul
I177105,2,600.16,25/11/2022,Istinye Park
I635987,2,600.16,21/01/2023,Kanyon
I124201,3,107.52,1/1/2023,Metrocity
I120637,4,2400.68,18/09/2022,Cevahir AVM
I118287,4,1200.32,12/9/2021,Metropol AVM
I151156,3,900.24,12/4/2022,Viaport Outlet
I339410,5,58.65,25/04/2021,Metrocity
I230320,3,900.24,6/1/2022,Kanyon
I289903,3,121.98,7/1/2023,Mall of Istanbul
I108305,2,81.32,3/11/2022,Mall of Istanbul
I323823,5,1500.4,6/9/2022,Kanyon
I237565,1,300.08,2/6/2022,Metrocity
I756232,4,20.92,13/12/2022,Cevahir AVM
I534827,5,1500.4,11/6/2022,Kanyon
I113373,3,900.24,20/02/2022,Metrocity
I214367,1,5.23,6/10/2022,Kanyon
I401706,1,300.08,23/01/2021,Forum Istanbul
I137875,2,81.32,7/1/2021,Cevahir AVM
I312424,3,15.69,17/05/2022,Mall of Istanbul
I144964,1,300.08,3/6/2022,Mall of Istanbul
I924629,3,107.52,10/11/2022,Mall of Istanbul
I663271,4,143.36,20/05/2021,Cevahir AVM
I110990,4,60.6,7/4/2021,Kanyon
I315469,2,71.68,7/4/2022,Forum Istanbul
I148143,3,900.24,24/09/2022,Viaport Outlet
I162885,3,900.24,11/5/2021,Metrocity
I152054,5,1500.4,9/7/2021,Metrocity
I133729,2,10.46,18/11/2021,Cevahir AVM
I908060,2,10.46,13/10/2022,Mall of Istanbul
I160376,5,179.2,23/01/2023,Viaport Outlet
I310680,3,107.52,30/08/2022,Metropol AVM
I191499,1,35.84,27/09/2022,Viaport Outlet
I500643,3,15.69,6/1/2023,Metrocity
I315534,3,45.45,26/05/2022,Istinye Park
I226967,5,203.3,17/08/2021,Metropol AVM
I563044,4,1200.32,19/06/2021,Metrocity
I255796,4,1200.32,27/04/2021,Cevahir AVM
I215132,4,2400.68,8/8/2022,Zorlu Center
I232813,5,3000.85,19/10/2021,Metrocity
I215439,4,2400.68,17/05/2022,Mall of Istanbul
I324951,3,107.52,9/7/2021,Forum Istanbul
I228673,1,15.15,3/7/2021,Metrocity
I169805,3,35.19,4/11/2021,Cevahir AVM
I948708,1,11.73,6/9/2021,Mall of Istanbul
I570795,5,75.75,28/07/2021,Metrocity
I164595,3,121.98,19/10/2021,Kanyon
I300968,5,5250,15/07/2022,Mall of Istanbul
I253690,4,1200.32,6/6/2021,Kanyon
I242672,3,900.24,14/05/2021,Mall of Istanbul
I126821,3,3150,20/01/2022,Kanyon
I281004,5,26.15,1/2/2021,Metrocity
I963254,3,107.52,9/10/2021,Mall of Istanbul
I167325,2,600.16,6/8/2022,Istinye Park
I122114,3,1800.51,17/06/2021,Kanyon
I151358,2,71.68,17/01/2021,Mall of Istanbul
I231815,2,10.46,4/2/2023,Kanyon
I142748,1,5.23,12/7/2022,Zorlu Center
I186296,5,1500.4,10/3/2022,Metrocity
I170387,5,1500.4,17/05/2021,Mall of Istanbul
I148781,4,2400.68,30/09/2021,Metrocity
I283070,2,81.32,26/01/2023,Kanyon
I406495,5,1500.4,14/06/2022,Mall of Istanbul
I178775,3,900.24,6/3/2023,Metrocity
I144514,2,600.16,15/02/2021,Emaar Square Mall
I589849,1,40.66,31/08/2021,Metrocity
I152170,5,1500.4,18/01/2022,Mall of Istanbul
I275770,2,81.32,6/2/2022,Mall of Istanbul
I884894,2,10.46,10/11/2021,Viaport Outlet
I282553,1,5.23,16/03/2022,Istinye Park
I327540,5,203.3,5/1/2023,Cevahir AVM
I101414,4,1200.32,12/8/2021,Metrocity
I152290,5,1500.4,5/10/2022,Cevahir AVM
I797210,4,2400.68,21/07/2021,Zorlu Center
I239190,4,1200.32,18/03/2021,Mall of Istanbul
I119278,5,1500.4,11/9/2022,Kanyon
I236852,5,26.15,22/11/2021,Metrocity
I151304,4,46.92,3/12/2022,Kanyon
I273565,5,1500.4,8/3/2023,Kanyon
I998924,5,1500.4,9/1/2021,Mall of Istanbul
I216648,5,5250,20/08/2021,Mall of Istanbul
I488850,2,600.16,8/10/2022,Mall of Istanbul
I232092,4,143.36,10/12/2022,Istinye Park
I301969,1,15.15,23/04/2022,Kanyon
I902865,5,1500.4,18/02/2023,Mall of Istanbul
I146238,3,121.98,10/11/2022,Kanyon
I231200,2,600.16,3/2/2021,Kanyon
I781021,1,15.15,30/11/2021,Metrocity
I258878,3,900.24,20/08/2022,Kanyon
I103637,2,71.68,20/01/2023,Emaar Square Mall
I444069,4,60.6,27/06/2021,Zorlu Center
I205070,5,203.3,15/12/2021,Metropol AVM
I158140,4,20.92,1/12/2021,Metrocity
I145640,5,26.15,18/04/2022,Metropol AVM
I177199,3,1800.51,26/07/2021,Istinye Park
I270345,5,1500.4,8/3/2021,Kanyon
I184573,5,1500.4,31/03/2022,Forum Istanbul
I142529,4,20.92,17/05/2021,Kanyon
I507246,1,1050,6/2/2022,Emaar Square Mall
I156864,2,600.16,22/04/2022,Metrocity
I306935,3,15.69,8/3/2022,Kanyon
I787047,3,121.98,5/5/2021,Kanyon
I107597,1,300.08,10/5/2021,Metropol AVM
I627774,3,900.24,16/11/2021,Istinye Park
I152646,3,3150,11/6/2021,Cevahir AVM
I261571,2,1200.34,26/06/2022,Mall of Istanbul
I301298,4,162.64,11/5/2021,Metropol AVM
I455280,1,300.08,8/1/2022,Mall of Istanbul
I103282,1,11.73,13/07/2021,Viaport Outlet
I236539,3,900.24,5/5/2022,Istinye Park
I153093,1,5.23,11/3/2022,Mall of Istanbul
I188035,3,900.24,26/03/2021,Kanyon
I168946,1,600.17,14/12/2021,Mall of Istanbul
I215005,4,1200.32,11/12/2021,Forum Istanbul
I126257,4,1200.32,9/4/2022,Viaport Outlet
I756782,2,600.16,9/9/2022,Zorlu Center
I126602,2,600.16,5/1/2023,Mall of Istanbul
I678933,3,121.98,22/04/2022,Metropol AVM
I181713,4,1200.32,7/10/2021,Istinye Park
I331899,1,300.08,29/08/2022,Istinye Park
I309278,5,5250,27/07/2021,Istinye Park
I188186,4,162.64,23/02/2022,Metropol AVM
I334474,5,203.3,20/11/2022,Metropol AVM
I332808,1,300.08,11/7/2021,Metrocity
I925379,5,203.3,5/6/2021,Metrocity
I326669,3,900.24,6/6/2021,Kanyon
I158144,1,600.17,4/7/2021,Metrocity
I739043,5,1500.4,4/8/2022,Emaar Square Mall
I935915,2,81.32,21/05/2021,Istinye Park
I170665,1,5.23,21/11/2022,Mall of Istanbul
I254948,1,40.66,18/09/2022,Mall of Istanbul
I182350,2,81.32,16/11/2021,Kanyon
I298891,2,71.68,8/5/2021,Istinye Park
I242248,1,300.08,20/01/2021,Mall of Istanbul
I281061,3,121.98,2/7/2022,Kanyon
I215053,1,300.08,16/10/2021,Mall of Istanbul
I248091,5,1500.4,27/02/2022,Kanyon
I184824,3,1800.51,1/1/2021,Kanyon
I105895,4,4200,18/02/2022,Istinye Park
I769656,4,1200.32,4/12/2021,Metrocity
I752332,2,600.16,25/02/2022,Mall of Istanbul
I676488,4,162.64,26/05/2022,Zorlu Center
I557283,3,1800.51,12/2/2023,Zorlu Center
I321191,3,45.45,12/12/2022,Metrocity
I667057,5,5250,18/02/2023,Zorlu Center
I526837,2,600.16,13/11/2021,Metropol AVM
